town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month
"蘇澳鎮","宜蘭縣蘇澳鎮和平路６２巷６號",65.05,"住","","",1111218,"土地3建物1車位0","三層","鋼筋混凝土造","0960809",194.15,"5","2","3","有","無",2200000,11331,"建物出售持分1/2親友、員工或其他特殊關係間之交易。；親友、員工、共有人或其他特殊關係間之交易；","RPOOMLRJKHIGFAG67DA",168.48,6.28,19.39,"無","0269",2022,12
"三星鄉","宜蘭縣三星鄉大隱六路２０９巷６弄１５號",117.37,"","特定農業區","甲種建築用地",1111225,"土地2建物1車位0","五層","鋼筋混凝土造","0840908",209.3,"4","3","2","有","無",5150000,24606,"","RPQNMLSJKHIGFAG87DA",182.13,27.17,0,"無","",2022,12
"羅東鎮","宜蘭縣羅東鎮北成路一段６２號",118,"住","","",1111210,"土地1建物1車位0","三層","鋼筋混凝土造","0840504",253.63,"3","3","3","有","無",17200000,67815,"1~3樓空地增建約25坪其他增建；","RPQRMLMKJHIGFAG67DA",230.48,7.09,16.06,"無","",2022,12
"員山鄉","宜蘭縣員山鄉金泰路３００巷３３弄２４號",113.1,"住","","",1111229,"土地1建物1車位0","四層","鋼筋混凝土造","0860718",237.16,"5","2","6","有","無",10220000,43093,"增建一樓空地其他增建；","RPUOMLKKKHIGFBG77DA",225.78,0,11.38,"無","",2022,12
"宜蘭市","宜蘭縣宜蘭市公園路４５５巷１弄１６號",134,"住","","",1111231,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0750722",155.7,"3","2","3","有","無",12500000,80283,"未登記建物；","RPQOMLSKJHIGFBG08DA",135.3,15,5.4,"無","",2022,12
"宜蘭市","宜蘭縣宜蘭市泰山路１１２巷１弄４７號",45.38,"住","","",1111229,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0660913",52.26,"4","2","3","有","無",6000000,114811,"配偶親友、員工、共有人或其他特殊關係間之交易；","RPTNMLSJKHIGFBG28DA",52.26,0,0,"無","",2022,12
"宜蘭市","宜蘭縣宜蘭市林森路３０１巷１２號",147.87,"住","","",1111226,"土地10建物1車位0","三層","鋼筋混凝土造","0960531",212.63,"4","2","2","有","無",13200000,62080,"增建:一樓空地，一樓採光罩，防火巷，鐵鋁窗。陽台外推；頂樓加蓋；其他增建；","RPQNMLSJKHIGFBG97DA",187.61,18,7.02,"無","",2022,12
"冬山鄉","宜蘭縣冬山鄉冬山路三段１８１巷２３６弄３３號",108.84,"","特定農業區","甲種建築用地",1111226,"土地1建物1車位0","三層","鋼筋混凝土造","1111216",212.61,"4","2","5","有","無",13650000,64202,"","RPQOMLNJKHIGFAG47DA",198.62,0,13.99,"無","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１５巷２弄１３號",113.51,"住","","",1111224,"土地2建物1車位0","三層","鋼筋混凝土造","1111017",205.95,"5","2","5","有","無",11000000,53411,"","RPWQMLTJKHIGFAG88DA",191.31,0,14.64,"有","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１５巷２弄３號",116.35,"住","","",1111229,"土地3建物1車位0","三層","鋼筋混凝土造","1111017",205.95,"5","2","5","有","無",10800000,52440,"","RPORMLTJKHIGFAG18DA",191.31,0,14.64,"有","",2022,12
"礁溪鄉","宜蘭縣礁溪鄉踏踏三路６８巷１０號",103.39,"","特定農業區","甲種建築用地",1111214,"土地3建物1車位0","三層","鋼筋混凝土造","1020905",172.88,"5","2","3","有","無",10700000,61893,"1樓、2樓後方增建其他增建；","RPVNMLPJJHIGFBG08DA",155.5,2.36,15.02,"無","0278",2022,12
"頭城鎮","宜蘭縣頭城鎮宜三路一段１６８號",162.96,"","特定農業區","甲種建築用地",1111226,"土地8建物1車位0","三層","鋼筋混凝土造","1111110",297.94,"5","2","6","有","無",20930000,70249,"","RPPOMLQJJHIGFBG67DA",277.68,0,20.26,"有","",2022,12
"五結鄉","宜蘭縣五結鄉大吉三路２１８巷１８號",87.26,"","鄉村區","乙種建築用地",1111215,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0690516",86.98,"3","2","3","無","無",7300000,83927,"","RPPNMLSKKHIGFAG97EA",86.98,0,0,"無","0281",2022,12
"冬山鄉","宜蘭縣冬山鄉保安二路１８８巷４２號",115.47,"","特定農業區","甲種建築用地",1111202,"土地1建物1車位0","三層","鋼筋混凝土造","0820817",178.73,"3","2","4","有","無",10000000,55950,"其他增建：1~3樓空地頂樓加蓋；其他增建；","RPTNMLRJJHIGFAG97DA",168.8,0,9.93,"無","",2022,12
"羅東鎮","宜蘭縣羅東鎮公園路５號",54,"住","","",1111216,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0640821",135.63,"3","1","2","有","無",8500000,62671,"頂樓加蓋；","RPROMLKKKHIGFAG37DA",135.63,0,0,"無","",2022,12
"礁溪鄉","宜蘭縣礁溪鄉玉石路４１之１６號",114,"","鄉村區","乙種建築用地",1111219,"土地2建物1車位0","四層","鋼筋混凝土造","1080329",305.97,"4","2","5","無","無",17120000,55953,"","RPSNMLQKKHIGFBG08DA",282.14,0,23.83,"有","",2022,12
"員山鄉","宜蘭縣員山鄉員山路一段４７０號",126.84,"","特定農業區","甲種建築用地",1111229,"土地3建物1車位0","三層","鋼筋混凝土造","1111111",232.87,"4","2","4","無","無",15180000,65187,"預售屋、或土地及建物分件登記案件；","RPWNMLPKKHIGFBG48EA",212.68,0,20.19,"無","",2022,12
"員山鄉","宜蘭縣員山鄉員山路一段４６２號",121.78,"","特定農業區","甲種建築用地",1111231,"土地3建物1車位0","三層","鋼筋混凝土造","1111111",232.87,"4","2","4","無","無",15200000,65272,"預售屋、或土地及建物分件登記案件；","RPOOMLPKKHIGFBG77EA",212.68,0,20.19,"無","",2022,12
"冬山鄉","宜蘭縣冬山鄉龍祥三路６巷４７號",150,"","工業區","丁種建築用地",1111229,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0680105",218.56,"4","3","3","無","無",6000000,27452,"未登記建物；","RPPNMLPKKHIGFAG67EA",218.56,0,0,"無","",2022,12
"宜蘭市","宜蘭縣宜蘭市陽明六路２５３巷５１弄１７號",77.51,"住","","",1111205,"土地5建物1車位0","三層","鋼筋混凝土造","1081226",163.15,"3","2","3","有","無",10000000,61293,"","RPROMLSLKIHGFBG38DA",148.1,0,15.05,"無","0286",2022,12
"三星鄉","宜蘭縣三星鄉月眉二路２５號",119.92,"住","","",1111219,"土地1建物1車位0","三層","鋼筋混凝土造","0830420",156.78,"4","2","2","無","無",5900000,37632,"親友、員工、共有人或其他特殊關係間之交易；","RPRNMLSKKHIGFAG18EA",156.78,0,0,"無","",2022,12
"員山鄉","宜蘭縣員山鄉員山路一段４６８號",125.15,"","特定農業區","甲種建築用地",1111207,"土地3建物1車位0","三層","鋼筋混凝土造","1111111",232.87,"4","2","4","無","無",15150000,65058,"預售屋、或土地及建物分件登記案件；","RPQNMLSKKHIGFBG18EA",212.68,0,20.19,"無","",2022,12
"羅東鎮","宜蘭縣羅東鎮南盟路４７號",108,"住","","",1111231,"土地1建物1車位0","三層","鋼筋混凝土造","0670328",203.5,"5","3","3","無","無",9500000,46683,"一樓廚房增建陽台外推；其他增建；","RPTOMLSKKHIGFAG38DA",188.69,14.81,0,"無","",2022,12
"三星鄉","宜蘭縣三星鄉尚健二路一段１０３巷２９號",179.72,"","特定農業區","甲種建築用地",1111210,"土地9建物1車位0","三層","鋼筋混凝土造","1081023",176.63,"3","2","4","無","無",11000000,62277,"","RPRNMLKLKHIGFAG37DA",156.08,0,20.55,"無","0289",2022,12
"蘇澳鎮","宜蘭縣蘇澳鎮聖湖新村１之１２號",100.23,"住","","",1111215,"土地2建物1車位0","三層","鋼筋混凝土造","0850625",204.45,"5","3","3","無","無",5500000,26901,"一樓有雨遮","RPUNMLKLKHIGFAG67DA",179.88,8.19,16.38,"無","",2022,12
"頭城鎮","宜蘭縣頭城鎮文雅路３０號",108.25,"住","","",1111231,"土地1建物2車位0","二層","鋼筋混凝土加強磚造","0680824",121.59,"3","1","3","無","無",5000000,41122,"兄弟、叔侄間買賣，建物現況格局：頭城鎮文雅路28號為6房1廳3衛；頭城鎮文雅路30號為3房1廳3衛。親友、員工、共有人或其他特殊關係間之交易；","RPQNMLLLKHIGFBG57EA",121.59,0,0,"無","0291",2022,12
"宜蘭市","宜蘭縣宜蘭市東港路二段３７９巷２８號",68.74,"商","","",1111224,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0640402",84.48,"4","2","3","無","無",7300000,86411,"1、2、3樓後方增建頂樓加蓋；其他增建；","RPPOMLLLKHIGFBG47DA",84.48,0,0,"無","0292",2022,12
"頭城鎮","宜蘭縣頭城鎮文雅路２１號",99.18,"住","","",1111228,"土地1建物1車位0","四層","鋼筋混凝土造","0811229",259.07,"12","0","12","有","無",11450000,44197,"頂樓增建、一樓後方陽台增建其他增建；","RPXNMLTKJHIGFBG78DA",241.35,4.43,13.29,"無","",2022,12
"冬山鄉","宜蘭縣冬山鄉武淵二路６１號",96.58,"","特定農業區","甲種建築用地",1111213,"土地1建物1車位0","三層","鋼筋混凝土造","0840929",182.43,"5","2","3","無","無",6800000,37275,"","RPQOMLKLKHIGFAG37DA",156.34,6.05,20.04,"無","",2022,12
"員山鄉","宜蘭縣員山鄉同新路４０４巷２弄１０號",73.11,"","一般農業區","甲種建築用地",1111212,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0791227",84.4,"3","2","1","無","無",4500000,53318,"增建一樓廚房；母子間買賣移轉親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；","RPWNMLNLKHIGFBG28DA",84.4,0,0,"無","",2022,12
"五結鄉","宜蘭縣五結鄉自強路２５號",96,"住","","",1111230,"土地1建物1車位0","三層","鋼筋混凝土造","0970529",211.29,"4","2","3","有","無",14100000,66733,"","RPQOMLRJJHIGFAG77DA",171.07,18.12,22.1,"無","",2022,12
"冬山鄉","宜蘭縣冬山鄉水井一路２８８巷９號",92.56,"","特定農業區","甲種建築用地",1111227,"土地1建物1車位0","四層","鋼筋混凝土造","0810801",206.97,"6","3","4","無","無",8600000,41552,"未登記建物；","RPSNMLOLKHIGFAG87DA",177.97,0,29,"無","",2022,12
"宜蘭市","宜蘭縣宜蘭市農權路１９１巷１６號",71.82,"商","","",1111231,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0690317",81.45,"4","2","3","無","無",3500000,42971,"本案為二親等母女買賣。親友、員工、共有人或其他特殊關係間之交易；","RPSNMLMJLHIGFBG77EA",81.45,0,0,"無","",2022,12
"宜蘭市","宜蘭縣宜蘭市慶和街慶和巷６弄１８號",57.71,"住","","",1111230,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0660314",77.64,"2","1","2","無","無",4100000,52808,"父女間交易親友、員工、共有人或其他特殊關係間之交易；","RPXNMLNJLHIGFBG38EA",77.64,0,0,"無","",2022,12
"頭城鎮","宜蘭縣頭城鎮宜三路一段１６８號之１",124.8,"","特定農業區","甲種建築用地",1111227,"土地4建物1車位0","三層","鋼筋混凝土造","1111110",240.61,"5","2","6","無","無",15500000,64420,"","RPROMLRKKHIGFBG18DA",228.79,0,11.82,"有","",2022,12
"蘇澳鎮","宜蘭縣蘇澳鎮隆恩路４２之８號",93.92,"","特定農業區","甲種建築用地",1111229,"土地1建物1車位0","三層","鋼筋混凝土造","0821128",162.61,"5","3","3","有","無",4600000,28289,"一樓空地、陽台增建約4坪其他增建；","RPPNMLLMJHIGFAG27DA",144.82,5.93,11.86,"無","",2022,12
"頭城鎮","宜蘭縣頭城鎮過港路１１８號",137.67,"都市：其他:住宅區","","",1111230,"土地3建物1車位0","二層","鋼筋混凝土加強磚造","0651218",173.92,"4","1","2","無","無",3537514,20340,"二親等以內之買賣爺孫親友、員工、共有人或其他特殊關係間之交易；","RPUOMLRJLHIGFBG48DA",173.92,0,0,"無","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１７巷１２號",105.33,"都市：其他:住宅區","","",1111224,"土地3建物1車位0","三層","鋼筋混凝土造","1111017",205.95,"5","2","5","無","無",11600000,56324,"","RPQNMLQLKHIGFAG87DA",191.31,0,14.64,"有","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１７巷１７號",121.72,"都市：其他:住宅區","","",1111230,"土地4建物1車位0","三層","鋼筋混凝土造","1111017",208.79,"5","2","5","無","無",11800000,56516,"","RPSNMLQLKHIGFAG08DA",193.92,0,14.87,"有","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１７巷７號",113.12,"都市：其他:住宅區","","",1111224,"土地4建物1車位0","三層","鋼筋混凝土造","1111017",205.95,"5","2","5","無","無",11300000,54868,"","RPTNMLQLKHIGFAG18DA",191.31,0,14.64,"有","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１７巷５號",113.12,"都市：其他:住宅區","","",1111229,"土地4建物1車位0","三層","鋼筋混凝土造","1111017",205.95,"5","2","5","無","無",11200000,54382,"","RPVNMLQLKHIGFAG38DA",191.31,0,14.64,"有","",2022,12
"三星鄉","宜蘭縣三星鄉集義路４１５巷２弄１１號",114.08,"都市：其他:住宅區","","",1111229,"土地2建物1車位0","三層","鋼筋混凝土造","1111017",205.95,"5","2","5","無","無",11000000,53411,"","RPXNMLQLKHIGFAG58DA",191.31,0,14.64,"有","",2022,12
"礁溪鄉","宜蘭縣礁溪鄉玉龍路二段３７號",94,"","特定農業區","甲種建築用地",1111201,"土地2建物1車位0","三層","鋼筋混凝土造","0860317",193.1,"0","2","3","無","無",7500000,38840,"其他增建:1、2樓後方依土地法第34條之1其他增建；","RPXNMLMJLHIGFBG18DA",168.8,11.73,12.57,"無","",2022,12
"羅東鎮","宜蘭縣羅東鎮維揚路１６４號",82,"住","","",1111105,"土地1建物1車位0","三層","鋼筋混凝土造","0700305",169.62,"4","3","3","有","無",13780000,81240,"","RPSNMLSJJIHGFAG97DA",169.62,0,0,"無","",2022,11
"蘇澳鎮","宜蘭縣蘇澳鎮和平路６２巷６號",65.05,"住","","",1111102,"土地3建物1車位0","三層","鋼筋混凝土造","0960809",97.08,"5","2","3","有","無",2200000,22662,"","RPSNMLQJKIHGFAG87DA",84.24,3.14,9.7,"無","0269",2022,11
"頭城鎮","宜蘭縣頭城鎮濱海路一段１５７號",85.11,"住","","",1111106,"土地2建物1車位0","二層","鋼筋混凝土造","0720121",114.92,"2","0","2","有","無",6300000,54821,"包含公共設施保留地用地；","RPRNMLTJKIHGFBG18DA",114.92,0,0,"無","",2022,11
"礁溪鄉","宜蘭縣礁溪鄉玉民路二段３０１巷３１號",89.85,"農","","",1111127,"土地1建物1車位0","三層","鋼筋混凝土造","1101108",186.79,"4","2","5","有","無",15700000,84052,"","RPUNMLTJKIHGFBG58EA",178.15,0,8.64,"有","",2022,11
"羅東鎮","宜蘭縣羅東鎮復興路二段２６１巷１１弄３０號",77.1,"","鄉村區","乙種建築用地",1111124,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0641120",97.35,"3","2","2","有","無",6800000,69851,"","RPXNMLSJKIHGFAG58DA",97.35,0,0,"無","",2022,11
"五結鄉","宜蘭縣五結鄉季水路北巷６８之３號",99.37,"","一般農業區","甲種建築用地",1111115,"土地1建物1車位0","三層","鋼筋混凝土造","0831102",161.6,"3","4","3","有","無",3500000,21658,"","RPSNMLNLJIHGFAG67DA",153.23,0,8.37,"無","",2022,11
"羅東鎮","宜蘭縣羅東鎮維揚路６３號",85,"住","","",1111102,"土地1建物1車位0","三層","鋼筋混凝土造","0770418",170.94,"4","2","3","有","無",17700000,103545,"頂樓加蓋；其他增建；","RPUNMLTJKIHGFAG38DA",170.94,0,0,"無","",2022,11
"宜蘭市","宜蘭縣宜蘭市津梅路１２０巷１９號",74.65,"住","","",1111122,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0671111",110.24,"3","2","2","有","無",5100000,46263,"其他增建:一樓後方空地頂樓加蓋；其他增建；","RPVNMLQJKIHGFBG28DA",110.24,0,0,"無","",2022,11
"宜蘭市","宜蘭縣宜蘭市公園東路１０３巷３８號",116.36,"住","","",1111115,"土地1建物1車位0","三層","鋼筋混凝土造","1110310",228.15,"4","2","5","有","無",21800000,95551,"","RPXQMLOKKIHGFBG68DA",213.89,0,14.26,"有","",2022,11
"蘇澳鎮","宜蘭縣蘇澳鎮隘丁路７０號",82.35,"住","","",1111127,"土地1建物1車位0","三層","鋼筋混凝土造","0680125",168.3,"3","1","2","有","無",3300000,19608,"未辦保存登記部分亦在買賣範圍內。","RPOOMLSJKIHGFAG77DA",168.3,0,0,"無","0307",2022,11
"羅東鎮","宜蘭縣羅東鎮復興路三段１７７巷１３號",54.01,"","鄉村區","乙種建築用地",1111123,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0660401",85.9,"3","1","3","有","無",5680000,66123,"","RPXNMLOLJIHGFAG28DA",85.9,0,0,"無","",2022,11
"宜蘭市","宜蘭縣宜蘭市泰山路３９７巷５０號",83.61,"住","","",1111101,"土地2建物1車位0","三層","鋼筋混凝土造","0880303",202.79,"6","2","3","有","無",9980000,49213,"其他增建：1樓前方外推，1~4樓後方全部加蓋其他增建；","RPRNMLOKKIHGFBG77DA",154.23,26.46,22.1,"無","",2022,11
"蘇澳鎮","宜蘭縣蘇澳鎮岳明新村１１５號",21.7,"住","","",1111112,"土地1建物1車位0","一層","鋼筋混凝土加強磚造","0450515",7.09,"1","1","1","有","無",193000,27221,"親友、員工、共有人或其他特殊關係間之交易；未登記建物；","RPUNMLPKKIHGFAG18EA",5.03,2.06,0,"無","",2022,11
"礁溪鄉","宜蘭縣礁溪鄉玉石路４１之３號",102.5,"","鄉村區","乙種建築用地",1111123,"土地2建物1車位0","四層","鋼筋混凝土造","1080329",248.33,"4","2","5","有","無",14950000,60202,"含裝潢費；含傢俱設備費；","RPPOMLQKKIHGFBG87DA",226.86,0,21.47,"有","",2022,11
"宜蘭市","宜蘭縣宜蘭市女中路三段４６巷１２弄２０號",116.37,"住","","",1111119,"土地1建物1車位0","三層","鋼筋混凝土造","0880513",229.73,"4","2","3","有","無",14100000,61376,"","RPSNMLQKKIHGFBG08DA",178.51,31.85,19.37,"無","",2022,11
"五結鄉","宜蘭縣五結鄉下福東路１５之６號",86,"","一般農業區","甲種建築用地",1111101,"土地1建物1車位0","二層","加強磚造","0750101",99.9,"2","2","2","有","無",2700000,27027,"1樓法空空地有增建。其他增建；","RPPNMLNJKIHGFAG27DA",99.9,0,0,"無","",2022,11
"冬山鄉","宜蘭縣冬山鄉光明路１６８巷３１號",76.84,"農","","",1111118,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0670308",102.46,"5","2","3","有","無",4670000,45579,"其他增建：1、2、3樓後方其他增建；","RPPQMLOKKIHGFAG77DA",102.46,0,0,"無","0312",2022,11
